race_id,driver_id,driver_position_before_race,driver_points_before_race,driver_wins_before_race,driver_performance_score
2020_03,leclerc,4,18.0,0,18.0
2020_03,kvyat,14,1.0,0,1.0
2020_03,norris,3,26.0,0,26.0
2020_03,ocon,11,4.0,0,4.0
2020_03,raikkonen,19,0.0,0,0.0
2020_03,grosjean,16,0.0,0,0.0
2020_03,giovinazzi,13,2.0,0,2.0
2020_03,russell,20,0.0,0,0.0
2020_03,latifi,18,0.0,0,0.0
2020_03,gasly,9,6.0,0,6.0
2020_04,hamilton,1,63.0,2,83.0
2020_04,max_verstappen,3,33.0,0,33.0
2020_04,leclerc,7,18.0,0,18.0
2020_04,ricciardo,11,8.0,0,8.0
2020_04,norris,4,26.0,0,26.0
2020_04,ocon,13,4.0,0,4.0
2020_04,gasly,12,6.0,0,6.0
2020_04,albon,5,22.0,0,22.0
2020_04,stroll,8,18.0,0,18.0
2020_04,vettel,10,9.0,0,9.0
2020_04,bottas,2,58.0,1,68.0
2020_04,russell,21,0.0,0,0.0
2020_04,sainz,9,15.0,0,15.0
2020_04,giovinazzi,14,2.0,0,2.0
2020_04,latifi,19,0.0,0,0.0
2020_04,grosjean,17,0.0,0,0.0
2020_04,raikkonen,20,0.0,0,0.0
2020_04,kvyat,16,1.0,0,1.0
2020_04,kevin_magnussen,15,1.0,0,1.0
2020_04,hulkenberg,18,0.0,0,0.0
2020_05,max_verstappen,3,52.0,0,52.0
2020_05,hamilton,1,88.0,3,118.0
2020_05,bottas,2,58.0,1,68.0
2020_05,leclerc,5,33.0,0,33.0
2020_05,albon,6,26.0,0,26.0
2020_05,stroll,9,20.0,0,20.0
2020_05,hulkenberg,18,0.0,0,0.0
2020_05,ocon,12,12.0,0,12.0
2020_05,norris,4,36.0,0,36.0
2020_05,kvyat,16,1.0,0,1.0
2020_05,gasly,11,12.0,0,12.0
2020_05,vettel,13,10.0,0,10.0
2020_05,sainz,10,15.0,0,15.0
2020_05,ricciardo,8,20.0,0,20.0
2020_05,raikkonen,20,0.0,0,0.0
2020_05,grosjean,17,0.0,0,0.0
2020_05,giovinazzi,14,2.0,0,2.0
2020_05,russell,21,0.0,0,0.0
2020_05,latifi,19,0.0,0,0.0
2020_05,kevin_magnussen,15,1.0,0,1.0
2020_06,hamilton,1,107.0,3,137.0
2020_06,max_verstappen,2,77.0,1,87.0
2020_06,bottas,3,73.0,1,83.0
2020_06,stroll,7,28.0,0,28.0
2020_06,perez,8,22.0,0,22.0
2020_06,sainz,11,15.0,0,15.0
2020_06,vettel,13,10.0,0,10.0
2020_06,albon,6,36.0,0,36.0
2020_06,gasly,12,12.0,0,12.0
2020_06,norris,5,38.0,0,38.0
2020_06,ricciardo,9,20.0,0,20.0
2020_06,kvyat,16,2.0,0,2.0
2020_06,ocon,10,16.0,0,16.0
2020_06,raikkonen,20,0.0,0,0.0
2020_06,kevin_magnussen,17,1.0,0,1.0
2020_06,giovinazzi,15,2.0,0,2.0
2020_06,russell,21,0.0,0,0.0
2020_06,latifi,19,0.0,0,0.0
2020_06,grosjean,18,0.0,0,0.0
2020_06,leclerc,4,45.0,0,45.0
2020_07,hamilton,1,132.0,4,172.0
2020_07,bottas,3,89.0,1,99.0
2020_07,max_verstappen,2,95.0,1,105.0
2020_07,ricciardo,10,20.0,0,20.0
2020_07,ocon,11,16.0,0,16.0
2020_07,albon,5,40.0,0,40.0
2020_07,norris,7,39.0,0,39.0
2020_07,gasly,13,14.0,0,14.0
2020_07,stroll,6,40.0,0,40.0
2020_07,perez,8,32.0,0,32.0
2020_07,kvyat,16,2.0,0,2.0
2020_07,raikkonen,20,0.0,0,0.0
2020_07,vettel,12,16.0,0,16.0
2020_07,leclerc,4,45.0,0,45.0
2020_07,grosjean,18,0.0,0,0.0
2020_07,latifi,19,0.0,0,0.0
2020_07,kevin_magnussen,17,1.0,0,1.0
2020_07,giovinazzi,15,2.0,0,2.0
2020_07,russell,21,0.0,0,0.0
2020_07,sainz,9,23.0,0,23.0
2020_08,gasly,12,18.0,0,18.0
2020_08,sainz,11,23.0,0,23.0
2020_08,stroll,7,42.0,0,42.0
2020_08,norris,6,45.0,0,45.0
2020_08,bottas,3,107.0,1,117.0
2020_08,ricciardo,9,33.0,0,33.0
2020_08,hamilton,1,157.0,5,207.0
2020_08,ocon,10,26.0,0,26.0
2020_08,kvyat,16,2.0,0,2.0
2020_08,perez,8,33.0,0,33.0
2020_08,latifi,19,0.0,0,0.0
2020_08,grosjean,18,0.0,0,0.0
2020_08,raikkonen,20,0.0,0,0.0
2020_08,russell,21,0.0,0,0.0
2020_08,albon,4,48.0,0,48.0
2020_08,giovinazzi,15,2.0,0,2.0
2020_08,max_verstappen,2,110.0,1,120.0
2020_08,leclerc,5,45.0,0,45.0
2020_08,kevin_magnussen,17,1.0,0,1.0
2020_08,vettel,13,16.0,0,16.0
2020_09,hamilton,1,164.0,5,214.0
2020_09,bottas,2,117.0,1,127.0
2020_09,albon,6,48.0,0,48.0
2020_09,ricciardo,9,41.0,0,41.0
2020_09,perez,11,34.0,0,34.0
2020_09,norris,4,57.0,0,57.0
2020_09,kvyat,15,4.0,0,4.0
2020_09,leclerc,7,45.0,0,45.0
2020_09,raikkonen,20,0.0,0,0.0
2020_09,vettel,13,16.0,0,16.0
2020_09,russell,21,0.0,0,0.0
2020_09,grosjean,18,0.0,0,0.0
2020_09,stroll,5,57.0,0,57.0
2020_09,ocon,12,30.0,0,30.0
2020_09,latifi,19,0.0,0,0.0
2020_09,kevin_magnussen,17,1.0,0,1.0
2020_09,giovinazzi,16,2.0,0,2.0
2020_09,sainz,10,41.0,0,41.0
2020_09,max_verstappen,3,110.0,1,120.0
2020_09,gasly,8,43.0,1,53.0
2020_10,bottas,2,135.0,1,145.0
2020_10,max_verstappen,3,110.0,1,120.0
2020_10,hamilton,1,190.0,6,250.0
2020_10,perez,9,44.0,0,44.0
2020_10,ricciardo,7,53.0,0,53.0
2020_10,leclerc,8,49.0,0,49.0
2020_10,ocon,12,30.0,0,30.0
2020_10,kvyat,14,10.0,0,10.0
2020_10,gasly,10,43.0,1,53.0
2020_10,albon,5,63.0,0,63.0
2020_10,giovinazzi,16,2.0,0,2.0
2020_10,kevin_magnussen,18,1.0,0,1.0
2020_10,vettel,13,17.0,0,17.0
2020_10,raikkonen,17,2.0,0,2.0
2020_10,norris,4,65.0,0,65.0
2020_10,latifi,20,0.0,0,0.0
2020_10,grosjean,19,0.0,0,0.0
2020_10,russell,21,0.0,0,0.0
2020_10,sainz,11,41.0,0,41.0
2020_10,stroll,6,57.0,0,57.0
2020_11,hamilton,1,205.0,6,265.0
2020_11,max_verstappen,3,128.0,1,138.0
2020_11,ricciardo,6,63.0,0,63.0
2020_11,perez,9,56.0,0,56.0
2020_11,sainz,11,41.0,0,41.0
2020_11,gasly,10,45.0,1,55.0
2020_11,leclerc,7,57.0,0,57.0
2020_11,hulkenberg,15,6.0,0,6.0
2020_11,grosjean,19,0.0,0,0.0
2020_11,giovinazzi,16,2.0,0,2.0
2020_11,vettel,13,17.0,0,17.0
2020_11,raikkonen,17,2.0,0,2.0
2020_11,kevin_magnussen,18,1.0,0,1.0
2020_11,latifi,20,0.0,0,0.0
2020_11,kvyat,14,14.0,0,14.0
2020_11,norris,4,65.0,0,65.0
2020_11,albon,5,64.0,0,64.0
2020_11,ocon,12,36.0,0,36.0
2020_11,bottas,2,161.0,2,181.0
2020_11,russell,21,0.0,0,0.0
2020_12,hamilton,1,230.0,7,300.0
2020_12,bottas,2,161.0,2,181.0
2020_12,max_verstappen,3,147.0,1,157.0
2020_12,leclerc,8,63.0,0,63.0
2020_12,gasly,10,53.0,1,63.0
2020_12,sainz,11,51.0,0,51.0
2020_12,perez,5,68.0,0,68.0
2020_12,ocon,12,36.0,0,36.0
2020_12,ricciardo,4,78.0,0,78.0
2020_12,vettel,13,17.0,0,17.0
2020_12,raikkonen,18,2.0,0,2.0
2020_12,albon,7,64.0,0,64.0
2020_12,norris,6,65.0,0,65.0
2020_12,russell,21,0.0,0,0.0
2020_12,giovinazzi,16,3.0,0,3.0
2020_12,kevin_magnussen,19,1.0,0,1.0
2020_12,grosjean,17,2.0,0,2.0
2020_12,latifi,20,0.0,0,0.0
2020_12,kvyat,14,14.0,0,14.0
2020_12,stroll,9,57.0,0,57.0
2020_13,hamilton,1,256.0,8,336.0
2020_13,bottas,2,179.0,2,199.0
2020_13,ricciardo,4,80.0,0,80.0
2020_13,kvyat,14,14.0,0,14.0
2020_13,leclerc,5,75.0,0,75.0
2020_13,perez,6,74.0,0,74.0
2020_13,sainz,10,59.0,0,59.0
2020_13,norris,7,65.0,0,65.0
2020_13,raikkonen,18,2.0,0,2.0
2020_13,giovinazzi,16,3.0,0,3.0
2020_13,latifi,20,0.0,0,0.0
2020_13,vettel,13,18.0,0,18.0
2020_13,stroll,11,57.0,0,57.0
2020_13,grosjean,17,2.0,0,2.0
2020_13,albon,8,64.0,0,64.0
2020_13,russell,21,0.0,0,0.0
2020_13,max_verstappen,3,162.0,1,172.0
2020_13,kevin_magnussen,19,1.0,0,1.0
2020_13,ocon,12,40.0,0,40.0
2020_13,gasly,9,63.0,1,73.0
2020_14,hamilton,1,282.0,9,372.0
2020_14,perez,6,82.0,0,82.0
2020_14,vettel,14,18.0,0,18.0
2020_14,leclerc,5,85.0,0,85.0
2020_14,sainz,8,65.0,0,65.0
2020_14,max_verstappen,3,162.0,1,172.0
2020_14,albon,9,64.0,0,64.0
2020_14,norris,7,69.0,0,69.0
2020_14,stroll,11,57.0,0,57.0
2020_14,ricciardo,4,95.0,0,95.0
2020_14,ocon,12,40.0,0,40.0
2020_14,kvyat,13,26.0,0,26.0
2020_14,gasly,10,63.0,1,73.0
2020_14,bottas,2,197.0,2,217.0
2020_14,raikkonen,17,4.0,0,4.0
2020_14,russell,21,0.0,0,0.0
2020_14,kevin_magnussen,19,1.0,0,1.0
2020_14,grosjean,18,2.0,0,2.0
2020_14,latifi,20,0.0,0,0.0
2020_14,giovinazzi,16,4.0,0,4.0
2020_15,hamilton,1,307.0,10,407.0
2020_15,max_verstappen,3,170.0,1,180.0
2020_15,albon,9,70.0,0,70.0
2020_15,norris,8,74.0,0,74.0
2020_15,sainz,7,75.0,0,75.0
2020_15,gasly,10,63.0,1,73.0
2020_15,ricciardo,6,96.0,0,96.0
2020_15,bottas,2,197.0,2,217.0
2020_15,ocon,12,40.0,0,40.0
2020_15,leclerc,5,97.0,0,97.0
2020_15,kvyat,14,26.0,0,26.0
2020_15,russell,21,0.0,0,0.0
2020_15,vettel,13,33.0,0,33.0
2020_15,latifi,20,0.0,0,0.0
2020_15,raikkonen,17,4.0,0,4.0
2020_15,giovinazzi,16,4.0,0,4.0
2020_15,kevin_magnussen,19,1.0,0,1.0
2020_15,perez,4,100.0,0,100.0
2020_15,stroll,11,59.0,0,59.0
2020_15,grosjean,18,2.0,0,2.0
2020_16,perez,5,100.0,0,100.0
2020_16,ocon,12,42.0,0,42.0
2020_16,stroll,11,59.0,0,59.0
2020_16,sainz,9,85.0,0,85.0
2020_16,ricciardo,4,102.0,0,102.0
2020_16,albon,8,85.0,0,85.0
2020_16,kvyat,14,26.0,0,26.0
2020_16,bottas,2,201.0,2,221.0
2020_16,russell,23,0.0,0,0.0
2020_16,norris,7,86.0,0,86.0
2020_16,gasly,10,71.0,1,81.0
2020_16,vettel,13,33.0,0,33.0
2020_16,giovinazzi,16,4.0,0,4.0
2020_16,raikkonen,17,4.0,0,4.0
2020_16,kevin_magnussen,19,1.0,0,1.0
2020_16,aitken,20,0.0,0,0.0
2020_16,pietro_fittipaldi,22,0.0,0,0.0
2020_16,latifi,21,0.0,0,0.0
2020_16,max_verstappen,3,189.0,1,199.0
2020_16,leclerc,6,98.0,0,98.0
2020_17,max_verstappen,3,189.0,1,199.0
2020_17,bottas,2,205.0,2,225.0
2020_17,hamilton,1,332.0,11,442.0
2020_17,albon,8,93.0,0,93.0
2020_17,norris,9,87.0,0,87.0
2020_17,sainz,7,97.0,0,97.0
2020_17,ricciardo,5,112.0,0,112.0
2020_17,gasly,11,71.0,1,81.0
2020_17,ocon,12,60.0,0,60.0
2020_17,stroll,10,74.0,0,74.0
2020_17,kvyat,14,32.0,0,32.0
2020_17,raikkonen,17,4.0,0,4.0
2020_17,leclerc,6,98.0,0,98.0
2020_17,vettel,13,33.0,0,33.0
2020_17,russell,18,3.0,0,3.0
2020_17,giovinazzi,16,4.0,0,4.0
2020_17,latifi,22,0.0,0,0.0
2020_17,kevin_magnussen,20,1.0,0,1.0
2020_17,pietro_fittipaldi,23,0.0,0,0.0
2020_17,perez,4,125.0,1,135.0
2021_01,hamilton,0,0.0,0,0.0
2021_01,max_verstappen,0,0.0,0,0.0
2021_01,bottas,0,0.0,0,0.0
2021_01,norris,0,0.0,0,0.0
2021_01,perez,0,0.0,0,0.0
2021_01,leclerc,0,0.0,0,0.0
2021_01,ricciardo,0,0.0,0,0.0
2021_01,sainz,0,0.0,0,0.0
2021_01,tsunoda,0,0.0,0,0.0
2021_01,stroll,0,0.0,0,0.0
2021_01,raikkonen,0,0.0,0,0.0
2021_01,giovinazzi,0,0.0,0,0.0
2021_01,ocon,0,0.0,0,0.0
2021_01,russell,0,0.0,0,0.0
2021_01,vettel,0,0.0,0,0.0
2021_01,mick_schumacher,0,0.0,0,0.0
2021_01,gasly,0,0.0,0,0.0
2021_01,latifi,0,0.0,0,0.0
2021_01,alonso,0,0.0,0,0.0
2021_01,mazepin,0,0.0,0,0.0
2021_02,max_verstappen,2,18.0,0,18.0
2021_02,hamilton,1,25.0,1,35.0
2021_02,norris,4,12.0,0,12.0
2021_02,leclerc,6,8.0,0,8.0
2021_02,sainz,8,4.0,0,4.0
2021_02,ricciardo,7,6.0,0,6.0
2021_02,gasly,12,0.0,0,0.0
2021_02,stroll,10,1.0,0,1.0
2021_02,ocon,17,0.0,0,0.0
2021_02,alonso,11,0.0,0,0.0
2021_02,perez,5,10.0,0,10.0
2021_02,tsunoda,9,2.0,0,2.0
2021_02,raikkonen,18,0.0,0,0.0
2021_02,giovinazzi,13,0.0,0,0.0
2021_02,vettel,20,0.0,0,0.0
2021_02,mick_schumacher,16,0.0,0,0.0
2021_02,mazepin,15,0.0,0,0.0
2021_02,bottas,3,16.0,0,16.0
2021_02,russell,19,0.0,0,0.0
2021_02,latifi,14,0.0,0,0.0
2021_03,hamilton,1,44.0,1,54.0
2021_03,max_verstappen,2,43.0,1,53.0
2021_03,bottas,5,16.0,0,16.0
2021_03,perez,8,10.0,0,10.0
2021_03,norris,3,27.0,0,27.0
2021_03,leclerc,4,20.0,0,20.0
2021_03,ocon,11,2.0,0,2.0
2021_03,alonso,13,1.0,0,1.0
2021_03,ricciardo,6,14.0,0,14.0
2021_03,gasly,9,6.0,0,6.0
2021_03,sainz,7,14.0,0,14.0
2021_03,giovinazzi,14,0.0,0,0.0
2021_03,vettel,20,0.0,0,0.0
2021_03,stroll,10,5.0,0,5.0
2021_03,tsunoda,12,2.0,0,2.0
2021_03,russell,19,0.0,0,0.0
2021_03,mick_schumacher,17,0.0,0,0.0
2021_03,latifi,15,0.0,0,0.0
2021_03,mazepin,16,0.0,0,0.0
2021_03,raikkonen,18,0.0,0,0.0
2021_04,hamilton,1,69.0,2,89.0
2021_04,max_verstappen,2,61.0,1,71.0
2021_04,bottas,4,32.0,0,32.0
2021_04,leclerc,5,28.0,0,28.0
2021_04,perez,6,22.0,0,22.0
2021_04,ricciardo,7,16.0,0,16.0
2021_04,sainz,8,14.0,0,14.0
2021_04,norris,3,37.0,0,37.0
2021_04,ocon,9,8.0,0,8.0
2021_04,gasly,10,7.0,0,7.0
2021_04,stroll,12,5.0,0,5.0
2021_04,raikkonen,18,0.0,0,0.0
2021_04,vettel,20,0.0,0,0.0
2021_04,russell,19,0.0,0,0.0
2021_04,giovinazzi,14,0.0,0,0.0
2021_04,latifi,15,0.0,0,0.0
2021_04,alonso,11,5.0,0,5.0
2021_04,mick_schumacher,17,0.0,0,0.0
2021_04,mazepin,16,0.0,0,0.0
2021_04,tsunoda,13,2.0,0,2.0
2021_05,max_verstappen,2,80.0,1,90.0
2021_05,sainz,8,20.0,0,20.0
2021_05,norris,4,41.0,0,41.0
2021_05,perez,6,32.0,0,32.0
2021_05,vettel,20,0.0,0,0.0
2021_05,gasly,10,8.0,0,8.0
2021_05,hamilton,1,94.0,3,124.0
2021_05,stroll,12,5.0,0,5.0
2021_05,ocon,9,10.0,0,10.0
2021_05,giovinazzi,14,0.0,0,0.0
2021_05,raikkonen,18,0.0,0,0.0
2021_05,ricciardo,7,24.0,0,24.0
2021_05,alonso,11,5.0,0,5.0
2021_05,russell,19,0.0,0,0.0
2021_05,latifi,15,0.0,0,0.0
2021_05,tsunoda,13,2.0,0,2.0
2021_05,mazepin,16,0.0,0,0.0
2021_05,mick_schumacher,17,0.0,0,0.0
2021_05,bottas,3,47.0,0,47.0
2021_05,leclerc,5,40.0,0,40.0
2021_06,perez,5,44.0,0,44.0
2021_06,vettel,11,10.0,0,10.0
2021_06,gasly,9,16.0,0,16.0
2021_06,leclerc,6,40.0,0,40.0
2021_06,norris,3,56.0,0,56.0
2021_06,alonso,13,5.0,0,5.0
2021_06,tsunoda,14,2.0,0,2.0
2021_06,sainz,7,38.0,0,38.0
2021_06,ricciardo,8,24.0,0,24.0
2021_06,raikkonen,19,0.0,0,0.0
2021_06,giovinazzi,15,1.0,0,1.0
2021_06,bottas,4,47.0,0,47.0
2021_06,mick_schumacher,18,0.0,0,0.0
2021_06,mazepin,17,0.0,0,0.0
2021_06,hamilton,2,101.0,3,131.0
2021_06,latifi,16,0.0,0,0.0
2021_06,russell,20,0.0,0,0.0
2021_06,max_verstappen,1,105.0,2,125.0
2021_06,stroll,12,9.0,0,9.0
2021_06,ocon,10,12.0,0,12.0
2021_07,max_verstappen,1,105.0,2,125.0
2021_07,hamilton,2,101.0,3,131.0
2021_07,perez,3,69.0,1,79.0
2021_07,bottas,6,47.0,0,47.0
2021_07,norris,4,66.0,0,66.0
2021_07,ricciardo,10,26.0,0,26.0
2021_07,gasly,8,31.0,0,31.0
2021_07,alonso,11,13.0,0,13.0
2021_07,vettel,9,28.0,0,28.0
2021_07,stroll,13,9.0,0,9.0
2021_07,sainz,7,42.0,0,42.0
2021_07,russell,20,0.0,0,0.0
2021_07,tsunoda,14,8.0,0,8.0
2021_07,ocon,12,12.0,0,12.0
2021_07,giovinazzi,15,1.0,0,1.0
2021_07,leclerc,5,52.0,0,52.0
2021_07,raikkonen,16,1.0,0,1.0
2021_07,latifi,17,0.0,0,0.0
2021_07,mick_schumacher,19,0.0,0,0.0
2021_07,mazepin,18,0.0,0,0.0
2021_08,max_verstappen,1,131.0,3,161.0
2021_08,hamilton,2,119.0,3,149.0
2021_08,bottas,5,59.0,0,59.0
2021_08,perez,3,84.0,1,94.0
2021_08,norris,4,76.0,0,76.0
2021_08,sainz,7,42.0,0,42.0
2021_08,leclerc,6,52.0,0,52.0
2021_08,stroll,13,10.0,0,10.0
2021_08,alonso,11,17.0,0,17.0
2021_08,tsunoda,14,8.0,0,8.0
2021_08,raikkonen,16,1.0,0,1.0
2021_08,vettel,10,30.0,0,30.0
2021_08,ricciardo,9,34.0,0,34.0
2021_08,ocon,12,12.0,0,12.0
2021_08,giovinazzi,15,1.0,0,1.0
2021_08,mick_schumacher,19,0.0,0,0.0
2021_08,latifi,17,0.0,0,0.0
2021_08,mazepin,18,0.0,0,0.0
2021_08,russell,20,0.0,0,0.0
2021_08,gasly,8,37.0,0,37.0
2021_09,max_verstappen,1,156.0,4,196.0
2021_09,bottas,5,74.0,0,74.0
2021_09,norris,4,86.0,0,86.0
2021_09,hamilton,2,138.0,3,168.0
2021_09,sainz,7,50.0,0,50.0
2021_09,perez,3,96.0,1,106.0
2021_09,ricciardo,9,34.0,0,34.0
2021_09,leclerc,6,58.0,0,58.0
2021_09,gasly,8,37.0,0,37.0
2021_09,alonso,11,19.0,0,19.0
2021_09,russell,20,0.0,0,0.0
2021_09,tsunoda,14,9.0,0,9.0
2021_09,stroll,12,14.0,0,14.0
2021_09,giovinazzi,15,1.0,0,1.0
2021_09,raikkonen,16,1.0,0,1.0
2021_09,latifi,17,0.0,0,0.0
2021_09,vettel,10,30.0,0,30.0
2021_09,mick_schumacher,19,0.0,0,0.0
2021_09,mazepin,18,0.0,0,0.0
2021_09,ocon,13,12.0,0,12.0
2021_10,hamilton,2,150.0,3,180.0
2021_10,leclerc,6,62.0,0,62.0
2021_10,bottas,5,92.0,0,92.0
2021_10,norris,4,101.0,0,101.0
2021_10,ricciardo,8,40.0,0,40.0
2021_10,sainz,7,60.0,0,60.0
2021_10,alonso,11,20.0,0,20.0
2021_10,stroll,12,14.0,0,14.0
2021_10,ocon,13,12.0,0,12.0
2021_10,tsunoda,14,9.0,0,9.0
2021_10,gasly,9,39.0,0,39.0
2021_10,russell,20,0.0,0,0.0
2021_10,giovinazzi,15,1.0,0,1.0
2021_10,latifi,17,0.0,0,0.0
2021_10,raikkonen,16,1.0,0,1.0
2021_10,perez,3,104.0,1,114.0
2021_10,mazepin,18,0.0,0,0.0
2021_10,mick_schumacher,19,0.0,0,0.0
2021_10,vettel,10,30.0,0,30.0
2021_10,max_verstappen,1,182.0,5,232.0
2021_11,ocon,13,14.0,0,14.0
2021_11,hamilton,2,175.0,4,215.0
2021_11,sainz,7,68.0,0,68.0
2021_11,alonso,11,26.0,0,26.0
2021_11,gasly,9,39.0,0,39.0
2021_11,tsunoda,14,10.0,0,10.0
2021_11,latifi,17,0.0,0,0.0
2021_11,russell,20,0.0,0,0.0
2021_11,max_verstappen,1,182.0,5,232.0
2021_11,raikkonen,16,1.0,0,1.0
2021_11,ricciardo,8,50.0,0,50.0
2021_11,mick_schumacher,19,0.0,0,0.0
2021_11,giovinazzi,15,1.0,0,1.0
2021_11,mazepin,18,0.0,0,0.0
2021_11,norris,3,113.0,0,113.0
2021_11,bottas,4,107.0,0,107.0
2021_11,perez,5,104.0,1,114.0
2021_11,leclerc,6,80.0,0,80.0
2021_11,stroll,12,18.0,0,18.0
2021_11,vettel,10,30.0,0,30.0
2021_12,max_verstappen,2,184.0,5,234.0
2021_12,russell,16,4.0,0,4.0
2021_12,hamilton,1,193.0,4,233.0
2021_12,ricciardo,9,50.0,0,50.0
2021_12,vettel,12,30.0,0,30.0
2021_12,gasly,8,50.0,0,50.0
2021_12,ocon,10,39.0,1,49.0
2021_12,leclerc,7,80.0,0,80.0
2021_12,latifi,15,6.0,0,6.0
2021_12,sainz,6,83.0,0,83.0
2021_12,alonso,11,38.0,0,38.0
2021_12,bottas,4,107.0,0,107.0
2021_12,giovinazzi,18,1.0,0,1.0
2021_12,norris,3,113.0,0,113.0
2021_12,tsunoda,14,18.0,0,18.0
2021_12,mick_schumacher,20,0.0,0,0.0
2021_12,mazepin,19,0.0,0,0.0
2021_12,raikkonen,17,2.0,0,2.0
2021_12,perez,5,104.0,1,114.0
2021_12,stroll,13,18.0,0,18.0
2021_13,max_verstappen,2,196.5,6,256.5
2021_13,hamilton,1,200.5,4,240.5
2021_13,bottas,4,107.0,0,107.0
2021_13,gasly,9,54.0,0,54.0
2021_13,leclerc,7,82.0,0,82.0
2021_13,alonso,11,38.0,0,38.0
2021_13,sainz,6,83.5,0,83.5
2021_13,perez,5,104.0,1,114.0
2021_13,ocon,10,42.0,1,52.0
2021_13,norris,3,113.0,0,113.0
2021_13,ricciardo,8,56.0,0,56.0
2021_13,stroll,13,18.0,0,18.0
2021_13,vettel,12,35.0,0,35.0
2021_13,giovinazzi,18,1.0,0,1.0
2021_13,kubica,19,0.0,0,0.0
2021_13,latifi,16,7.0,0,7.0
2021_13,russell,15,13.0,0,13.0
2021_13,mick_schumacher,21,0.0,0,0.0
2021_13,tsunoda,14,18.0,0,18.0
2021_13,mazepin,20,0.0,0,0.0
2021_14,ricciardo,9,56.0,0,56.0
2021_14,norris,4,114.0,0,114.0
2021_14,bottas,3,122.0,0,122.0
2021_14,leclerc,6,92.0,0,92.0
2021_14,perez,5,108.0,1,118.0
2021_14,sainz,7,89.5,0,89.5
2021_14,stroll,13,18.0,0,18.0
2021_14,alonso,10,46.0,0,46.0
2021_14,russell,15,13.0,0,13.0
2021_14,ocon,11,44.0,1,54.0
2021_14,latifi,16,7.0,0,7.0
2021_14,vettel,12,35.0,0,35.0
2021_14,giovinazzi,18,1.0,0,1.0
2021_14,kubica,19,0.0,0,0.0
2021_14,mick_schumacher,21,0.0,0,0.0
2021_14,mazepin,20,0.0,0,0.0
2021_14,hamilton,2,219.5,4,259.5
2021_14,max_verstappen,1,221.5,7,291.5
2021_14,gasly,8,66.0,0,66.0
2021_14,tsunoda,14,18.0,0,18.0
2021_15,hamilton,2,219.5,4,259.5
2021_15,max_verstappen,1,221.5,7,291.5
2021_15,sainz,7,97.5,0,97.5
2021_15,ricciardo,8,82.0,1,92.0
2021_15,bottas,3,137.0,0,137.0
2021_15,alonso,10,50.0,0,50.0
2021_15,norris,4,132.0,0,132.0
2021_15,raikkonen,17,2.0,0,2.0
2021_15,perez,5,118.0,1,128.0
2021_15,russell,15,15.0,0,15.0
2021_15,stroll,13,24.0,0,24.0
2021_15,vettel,12,35.0,0,35.0
2021_15,gasly,9,66.0,0,66.0
2021_15,ocon,11,45.0,1,55.0
2021_15,leclerc,6,104.0,0,104.0
2021_15,giovinazzi,18,1.0,0,1.0
2021_15,tsunoda,14,18.0,0,18.0
2021_15,mazepin,20,0.0,0,0.0
2021_15,latifi,16,7.0,0,7.0
2021_15,mick_schumacher,21,0.0,0,0.0
2021_16,bottas,3,147.0,0,147.0
2021_16,max_verstappen,2,239.5,7,309.5
2021_16,perez,5,120.0,1,130.0
2021_16,leclerc,7,104.0,0,104.0
2021_16,hamilton,1,244.5,5,294.5
2021_16,gasly,9,66.0,0,66.0
2021_16,norris,4,139.0,0,139.0
2021_16,sainz,6,112.5,0,112.5
2021_16,stroll,13,24.0,0,24.0
2021_16,ocon,11,45.0,1,55.0
2021_16,giovinazzi,18,1.0,0,1.0
2021_16,raikkonen,17,6.0,0,6.0
2021_16,ricciardo,8,94.0,1,104.0
2021_16,tsunoda,14,18.0,0,18.0
2021_16,russell,15,16.0,0,16.0
2021_16,alonso,10,58.0,0,58.0
2021_16,latifi,16,7.0,0,7.0
2021_16,vettel,12,35.0,0,35.0
2021_16,mick_schumacher,21,0.0,0,0.0
2021_16,mazepin,20,0.0,0,0.0
2021_17,max_verstappen,1,257.5,7,327.5
2021_17,hamilton,2,254.5,5,304.5
2021_17,perez,5,135.0,1,145.0
2021_17,leclerc,7,116.0,0,116.0
2021_17,ricciardo,8,94.0,1,104.0
2021_17,bottas,3,173.0,1,183.0
2021_17,sainz,6,116.5,0,116.5
2021_17,norris,4,145.0,0,145.0
2021_17,tsunoda,14,18.0,0,18.0
2021_17,vettel,12,35.0,0,35.0
2021_17,giovinazzi,18,1.0,0,1.0
2021_17,stroll,13,26.0,0,26.0
2021_17,raikkonen,17,6.0,0,6.0
2021_17,russell,15,16.0,0,16.0
2021_17,latifi,16,7.0,0,7.0
2021_17,mick_schumacher,21,0.0,0,0.0
2021_17,mazepin,20,0.0,0,0.0
2021_17,alonso,10,58.0,0,58.0
2021_17,ocon,11,46.0,1,56.0
2021_17,gasly,9,74.0,0,74.0
2021_18,max_verstappen,1,282.5,8,362.5
2021_18,hamilton,2,273.5,5,323.5
2021_18,perez,4,150.0,1,160.0
2021_18,gasly,9,74.0,0,74.0
2021_18,leclerc,6,128.0,0,128.0
2021_18,sainz,7,122.5,0,122.5
2021_18,vettel,12,36.0,0,36.0
2021_18,raikkonen,17,6.0,0,6.0
2021_18,alonso,10,58.0,0,58.0
2021_18,norris,5,149.0,0,149.0
